Wav, micron	sigma, cm^2/H	kappa, cm^2/g	albedo	g
193371.18489465723	1.463185750002433e-31	6.729122196318137e-08	1.6627454231002143e-12	7.784741480494858e-06
192727.73994603625	1.4730544700024659e-31	6.7745079737571e-08	1.6737726555087082e-12	7.740940200366626e-06
192086.45912623408	1.4829893500024985e-31	6.820198017913055e-08	1.6848728007566542e-12	7.729799345397483e-06
191447.30171611937	1.4929912900025322e-31	6.866196467843529e-08	1.696046848429173e-12	7.729798971183386e-06
190810.26785200572	1.503060900002566e-31	6.91250612890972e-08	1.707294713201321e-12	7.729798125849192e-06
190175.35752758692	1.5131983600026005e-31	6.959127828923137e-08	1.7186172944408495e-12	7.729798324284019e-06
189542.57059629427	1.5234040700026354e-31	7.006063407464895e-08	1.7300154877592264e-12	7.685997529802057e-06
188911.9067736311	1.5336786700026708e-31	7.053315807864786e-08	1.7414883645727098e-12	7.683162862351547e-06
188283.28789691493	1.5440226700027066e-31	7.100887375588733e-08	1.753037996856131e-12	7.683164046004402e-06
187656.79218820992	1.554436380002743e-31	7.148779536312106e-08	1.76466378139719e-12	7.68316298825156e-06
187032.38059612885	1.5649202700027799e-31	7.196994451542717e-08	1.7763669581799599e-12	7.683163401652986e-06
186410.0530614581	1.5754750100028173e-31	7.24553520257894e-08	1.7881473760634022e-12	7.639360086733503e-06
185789.77153969606	1.5861007700028549e-31	7.29440257124275e-08	1.800006581137251e-12	7.639360902979603e-06
185171.57405177737	1.5967981800028934e-31	7.343599454874413e-08	1.8119441777124004e-12	7.62822196938802e-06
184555.46012994973	1.6075679000029323e-31	7.393128888782768e-08	1.823960640800088e-12	7.62822128625539e-06
183941.35497817514	1.6184101000029717e-31	7.442991654789794e-08	1.8360574848516725e-12	7.628222558852908e-06
183329.29620245023	1.6293255800030114e-31	7.493191432057725e-08	1.8482334502705313e-12	7.584417970246148e-06
182719.28367629598	1.6403146800030518e-31	7.543729784230516e-08	1.860491070851309e-12	7.584420176712212e-06
182111.31714006956	1.6513777700030928e-31	7.594608412920699e-08	1.872829243864175e-12	7.584417901714799e-06
181505.32395715042	1.6625156200031344e-31	7.645830859321927e-08	1.885249892752942e-12	7.584418525884174e-06
180901.37681419583	1.6737286100031762e-31	7.697398871036264e-08	1.897752729031126e-12	7.584419318063635e-06
180299.47505570602	1.6850170300032192e-31	7.749313781760022e-08	1.9103385396454126e-12	7.540617127529335e-06
179699.51167839934	1.6963818200032621e-31	7.801579914508825e-08	1.9230070613157874e-12	7.540616379771645e-06
179101.5934150314	1.7078230500033059e-31	7.854197591209371e-08	1.9357610613474276e-12	7.529476541715886e-06
178505.6493514882	1.7193415500033502e-31	7.907170628992482e-08	1.94859876359963e-12	7.529476868779596e-06
177911.6797262033	1.7309376400033953e-31	7.960500499523054e-08	1.9615211473680476e-12	7.528755337534803e-06
177319.68464316262	1.7426120900034407e-31	8.014190743994735e-08	1.97452961385985e-12	7.484952619226888e-06
176729.66407411484	1.754365090003487e-31	8.068242236208561e-08	1.9876245409477847e-12	7.484953064197259e-06
176141.61786076005	1.7661975100035337e-31	8.122658977253463e-08	2.000806645809918e-12	7.484953729107116e-06
175555.51192333768	1.7781097500035813e-31	8.177442806710562e-08	2.014075347391682e-12	7.484952528060354e-06
174971.38009251613	1.7901022700036296e-31	8.232595840098141e-08	2.027432797151104e-12	7.482121025596896e-06
174389.15513617173	1.8021758700036782e-31	8.288121756578436e-08	2.0408781342047893e-12	7.438319290878795e-06
173808.90397096172	1.8143306300037277e-31	8.344020924067675e-08	2.054413178773453e-12	7.43831766101325e-06
173230.55999817653	1.8265673900037772e-31	8.4002972056862e-08	2.0680379415090663e-12	7.438319275557843e-06
172654.15630804832	1.838886980003828e-31	8.456954418564842e-08	2.081752454056764e-12	7.427178472538859e-06
172079.66005210317	1.8512892800038795e-31	8.513992010829257e-08	2.095559109865785e-12	7.427177841114531e-06
171507.07137571427	1.8637753200039314e-31	8.571414719400829e-08	2.1094566382125433e-12	7.38337671315581e-06
170936.3902957612	1.8763457900039843e-31	8.629225717556986e-08	2.1234454973507518e-12	7.383376047443932e-06
170367.61670275146	1.8890009600040379e-31	8.687426247014984e-08	2.137528219349009e-12	7.383374758531831e-06
169800.7503629212	1.901741200004092e-31	8.746018009387357e-08	2.151704541509221e-12	7.383376257170187e-06
169235.75951598573	1.9145677900041468e-31	8.805006891333684e-08	2.165974299696653e-12	7.383192951101484e-06
168672.61311607115	1.9274807400042022e-31	8.864392938843493e-08	2.180338451046643e-12	7.3393885500395155e-06
168111.37378513266	1.940480730004259e-31	8.924179279204688e-08	2.1947979649912074e-12	7.33938933015759e-06
167552.0100178465	1.9535683600043162e-31	8.984368671788943e-08	2.209353687195499e-12	7.3393907982699285e-06
166994.49101287653	1.966744220004374e-31	9.044963829978409e-08	2.2240064536634423e-12	7.339390459414824e-06
166438.8170361079	1.980009320004433e-31	9.105969398715412e-08	2.238755612572609e-12	7.28444770024852e-06
165885.01840014086	1.9933635400044925e-31	9.167384826125612e-08	2.253602649158455e-12	7.284447437223143e-06
165333.0345736393	2.006808010004553e-31	9.229215309025675e-08	2.26854777100111e-12	7.28444849307536e-06
164782.8958245062	2.020342940004614e-31	9.291461813195683e-08	2.2835925782082643e-12	7.284447250215885e-06
164234.6019255787	2.0339693600046752e-31	9.354129075557015e-08	2.2987372039902574e-12	7.284447615415926e-06
163688.12315233893	2.0476874700047385e-31	9.41721801590024e-08	2.3139825828264874e-12	7.240645255756732e-06
163143.45962879137	2.061498460004802e-31	9.480734106979176e-08	2.3293276981641865e-12	7.240645562126499e-06
162600.6113569039	2.075402280004866e-31	9.544677118846185e-08	2.3447762549054297e-12	7.240645327338284e-06
162059.57821862408	2.0893999700049318e-31	9.609051834412178e-08	2.360326090834279e-12	7.240645683009773e-06
161520.33137171142	2.1034921800049976e-31	9.67386124299647e-08	2.3759791194413314e-12	7.237812686892273e-06
160982.8994502928	2.1176791400050647e-31	9.739106402358204e-08	2.391736599262099e-12	7.1940090209429435e-06
160447.22552968698	2.131962280005133e-31	9.804793888999883e-08	2.4075978621946548e-12	7.1828707972726024e-06
159913.36623246915	2.1463414000052016e-31	9.870922783130941e-08	2.4235649901783537e-12	7.182869251848018e-06
159381.2651517058	2.1608175900052717e-31	9.937498097609932e-08	2.4396377750882428e-12	7.182870929890641e-06
158850.92258943725	2.1753914500053425e-31	1.000452259180853e-07	2.455816794996082e-12	7.182869690015383e-06
158322.36621109062	2.1900635500054144e-31	1.0071998887129831e-07	2.4721035292796026e-12	7.139067882194674e-06
157795.568228416	2.2048344300054864e-31	1.013992946700834e-07	2.4884982462603083e-12	7.139067736235124e-06
157270.50146872026	2.2197053200055605e-31	1.0208319988156006e-07	2.5050010944439556e-12	7.139067625819975e-06
156747.19324557096	2.234676400005635e-31	1.0277171278384322e-07	2.5216144676731677e-12	7.139067632052426e-06
156225.6432745032	2.2497483000057103e-31	1.0346486235033555e-07	2.5383373773788405e-12	7.139068138949685e-06
155705.7979922147	2.264921750005787e-31	1.0416268215339248e-07	2.555171339911065e-12	7.095264584106191e-06
155187.71076686212	2.2801978400058646e-31	1.0486522232159945e-07	2.572116598775006e-12	7.084125229534899e-06
154671.32851477875	2.2955769000059437e-31	1.0557249803150074e-07	2.5891745219711915e-12	7.084125488057991e-06
154156.6776125796	2.311059670006023e-31	1.0628454331534694e-07	2.6063453447060076e-12	7.08412468747184e-06
153643.7318579941	2.326646660006104e-31	1.0700138162779743e-07	2.6236304825090996e-12	7.084125823274023e-06
153132.4913397028	2.342339050006186e-31	1.0772306723649514e-07	2.641029501865523e-12	7.040322733809328e-06
152622.9560322048	2.358137140006269e-31	1.0844961393829849e-07	2.6585449787807224e-12	7.0403228339587594e-06
152115.1257977079	2.3740418200063534e-31	1.0918106266388733e-07	2.676175686855001e-12	7.04032273219898e-06
151608.97518483578	2.3900539600064385e-31	1.09917453424151e-07	2.6939235706145545e-12	7.040322237569635e-06
151104.50433911828	2.406173890006525e-31	1.1065880139563375e-07	2.7117896025479294e-12	7.040322810908048e-06
150601.71329264884	2.4224024800066127e-31	1.1140514658922489e-07	2.729773480636029e-12	6.996520581504606e-06
150100.6019659558	2.4387405200067015e-31	1.1215652533665151e-07	2.7478772462010784e-12	6.9965196537551924e-06
149601.14562982574	2.4551890400067915e-31	1.1291298500712742e-07	2.766100249462752e-12	6.9818279046985635e-06
149103.3688532872	2.471748220006883e-31	1.1367453387876766e-07	2.7844443618172544e-12	6.981827309755112e-06
148607.22279986762	2.488419350006975e-31	1.1444123127806325e-07	2.8029105249135153e-12	6.981827337733174e-06
148112.75603246855	2.5052027500070687e-31	1.1521309192166322e-07	2.8214988479128304e-12	6.938024288022305e-06
147619.92014280285	2.522099400007163e-31	1.159901608793049e-07	2.840210306046088e-12	6.938024995076281e-06
147128.71536304496	2.539109850007259e-31	1.167724634452287e-07	2.859046408147425e-12	6.938025487674497e-06
146639.1653916134	2.556235180007357e-31	1.1756004928812487e-07	2.8780071428830056e-12	6.938024018465804e-06
146151.2463480217	2.5734759900074556e-31	1.183529460017101e-07	2.897093633894132e-12	6.938024896066364e-06
145664.93487244096	2.5908331100075556e-31	1.1915119175729264e-07	2.9163065281645896e-12	6.894222800305436e-06
145180.23122817223	2.6083072800076573e-31	1.199548205871232e-07	2.935647138299411e-12	6.894221989533645e-06
144697.15852541538	2.62589931000776e-31	1.207638697427194e-07	2.955115662967697e-12	6.894221752258082e-06
144215.69354544638	2.643610090007864e-31	1.2157838015476113e-07	2.974713351066309e-12	6.8830833267621925e-06
143735.83622814473	2.6614402600079695e-31	1.223983812565463e-07	2.9944410150262533e-12	6.8830822317966665e-06
143257.56390512577	2.6793907100080764e-31	1.232239139787548e-07	3.014299289003527e-12	6.839280003167419e-06
142780.87675599343	2.6974623000081854e-31	1.240550178723807e-07	3.0342895080443433e-12	6.8392799047001674e-06
142305.797057578	2.7156554600082946e-31	1.2489171271292092e-07	3.054412994443214e-12	6.839280268229877e-06
141832.28021828487	2.733971550008406e-31	1.257340610461336e-07	3.074668835381317e-12	6.839279507715682e-06
141360.34845325895	2.7524113600085195e-31	1.2658209920374584e-07	3.095059498883783e-12	6.839279822109155e-06
140889.97975633448	2.7709752100086328e-31	1.2743584190240644e-07	3.115585652053922e-12	6.795477482124589e-06
140421.17421971943	2.7896644000087487e-31	1.2829534892850192e-07	3.136247335253862e-12	6.795476703757871e-06
139953.9318307724	2.8084797600088664e-31	1.2916065845334043e-07	3.157046083063817e-12	6.7954769462967576e-06
139488.252473737	2.8274218500089856e-31	1.300317962310576e-07	3.177983276348184e-12	6.795477520991749e-06
139024.114738797	2.8464917800091057e-31	1.309088133100295e-07	3.1990589908996224e-12	6.7843372538842405e-06
138561.51873148145	2.865690070009228e-31	1.3179173360481067e-07	3.2202743879592966e-12	6.74053538536739e-06
138100.4644536673	2.885018210009352e-31	1.3268062563979777e-07	3.2416308407390206e-12	6.73770312693196e-06
137640.9518052924	2.9044765500094774e-31	1.3357550551132556e-07	3.263128811241073e-12	6.737702531701133e-06
137182.95995099924	2.924066560009605e-31	1.3447644082400022e-07	3.2847686022948974e-12	6.7377022572705295e-06
136726.48900318745	2.9437882200097336e-31	1.3538343065803108e-07	3.306552747285542e-12	6.693899806060272e-06
136271.5389718671	2.963643010009864e-31	1.3629654307791962e-07	3.3284812108078993e-12	6.693899547527581e-06
135818.10976634966	2.9836316900099965e-31	1.3721581303570706e-07	3.3505549255633852e-12	6.693899538431993e-06
135366.1811048107	3.003755130010131e-31	1.3814128054228272e-07	3.372775117895789e-12	6.69389969495066e-06
134915.77305924325	3.0240145000102667e-31	1.3907299940539432e-07	3.3951426403627177e-12	6.69389945205537e-06
134466.84559210457	3.044410290010405e-31	1.400109921599106e-07	3.417658398357483e-12	6.638957585880872e-06
134019.4187084055	3.064943860010545e-31	1.4095532135158954e-07	3.440323872843701e-12	6.638957948138828e-06
133573.4726598389	3.085615930010686e-31	1.4190602009289124e-07	3.463139205102883e-12	6.63895755160372e-06
133129.02698884477	3.1064272400108294e-31	1.428631224160665e-07	3.4861060850510205e-12	6.6389573735357955e-06
132686.04270861097	3.1273789800109743e-31	1.4382668304865346e-07	3.5092253045972345e-12	6.638957872141508e-06
132244.53929381128	3.148471890011122e-31	1.44796736022903e-07	3.532497409894522e-12	6.59515519445648e-06
131804.5165592431	3.169707520011271e-31	1.4577335262258327e-07	3.5559241218792075e-12	6.5951551880714104e-06
131365.93638057174	3.1910860600114225e-31	1.467565415857047e-07	3.5795059792493076e-12	6.595155003808591e-06
130928.83673174062	3.2126088600115754e-31	1.4774636499812997e-07	3.6032447167839444e-12	6.5951550357874345e-06
130493.17979971299	3.2342768500117307e-31	1.4874286563012015e-07	3.6271409845349053e-12	6.59515497438928e-06
130058.96576882245	3.256091010011889e-31	1.4974608855141265e-07	3.651195065572381e-12	6.5513526038161186e-06
129626.2131492717	3.278052140012049e-31	1.507560705536298e-07	3.67540883411199e-12	6.540213035737173e-06
129194.88495917966	3.30016160001221e-31	1.5177287418252958e-07	3.699783085275226e-12	6.5402133121425485e-06
128764.99963996628	3.3224200700123735e-31	1.5279653071099107e-07	3.724319132704949e-12	6.54021304291546e-06
128336.53893240888	3.3448286300125395e-31	1.5382708980770446e-07	3.749018220312527e-12	6.540212965889388e-06
127909.52084420285	3.367388180012708e-31	1.5486459286324495e-07	3.773881147727388e-12	6.493577914790277e-06
127483.90934999421	3.390100180012879e-31	1.5590910702232336e-07	3.798908241443495e-12	6.493577588678863e-06
127059.72238843859	3.4129653400130518e-31	1.5696066493750448e-07	3.824101476744001e-12	6.49357782818309e-06
126636.92457785262	3.435984800013227e-31	1.5801931903685025e-07	3.849462354187097e-12	6.493577110550837e-06
126215.55125057191	3.459159500013404e-31	1.5908511255051687e-07	3.874990568034825e-12	6.492857261877677e-06
125795.58465773877	3.4824899600135843e-31	1.60158069393059e-07	3.900689443655141e-12	6.449054838824805e-06
125377.00742405101	3.5059784200137665e-31	1.612382925810192e-07	3.926557399827334e-12	6.449054870224407e-06
124959.81966324971	3.529624920013951e-31	1.6232578395397861e-07	3.9525976778220545e-12	6.437915401777494e-06
124544.03840326349	3.5534313100141385e-31	1.63420628592564e-07	3.9788104084172505e-12	6.437915078412619e-06
124129.62944311259	3.5773979000143283e-31	1.6452284075352895e-07	4.005197241641086e-12	6.437914829875016e-06
123716.59295897941	3.60152657001452e-31	1.6563250689718608e-07	4.031758309924522e-12	6.394112291904948e-06
123304.92903341645	3.6258178400147156e-31	1.6674965093808998e-07	4.058495664644388e-12	6.394112408155149e-06
122894.65421729446	3.650272550014913e-31	1.6787431150744405e-07	4.0854103841640746e-12	6.394112818691309e-06
122485.71872927516	3.674892520015113e-31	1.6900657230618924e-07	4.11250429589104e-12	6.394112312083479e-06
122078.15572032536	3.699678420015315e-31	1.7014646414730923e-07	4.139777637983628e-12	6.3941121663084045e-06
121671.94867898553	3.724631900015521e-31	1.7129406291352526e-07	4.167231008955629e-12	6.350310219345646e-06
121267.09756376797	3.7497531000157293e-31	1.7244937504337118e-07	4.194867316147832e-12	6.350310253214374e-06
120863.60224424626	3.7750441500159413e-31	1.7361249849454158e-07	4.222686143478001e-12	6.350310038940311e-06
120461.43068025837	3.8005055200161544e-31	1.747834548821145e-07	4.250690265115397e-12	6.339170642759959e-06
120060.59900760437	3.826138640016372e-31	1.7596230997111508e-07	4.278879878443178e-12	6.339170322913944e-06
119661.10714864903	3.8519450300165913e-31	1.771491336656257e-07	4.307256080985283e-12	6.2953677597617955e-06
119262.9549384802	3.8779250000168133e-31	1.783439402224001e-07	4.335820920465739e-12	6.295367745754254e-06
118866.11114137796	3.90408045001704e-31	1.795468170215414e-07	4.3645748452278e-12	6.29536815334167e-06
118470.59142935417	3.930412430017269e-31	1.80757812352054e-07	4.3935194118735594e-12	6.295367512405907e-06
118076.39568694893	3.9569216300175e-31	1.8197695794671201e-07	4.4226563697503915e-12	6.292534828587403e-06
117683.50852734446	3.983610070017734e-31	1.8320434670436215e-07	4.451986220242948e-12	6.248732561537482e-06
117291.91488310936	4.0104783300179735e-31	1.8444000529893057e-07	4.4815104800502565e-12	6.24873252359615e-06
116901.64495483522	4.037527640018215e-31	1.8568399029753658e-07	4.5112306667076666e-12	6.248732394608608e-06
116512.65363189872	4.064759840018458e-31	1.8693638632091166e-07	4.541147966039779e-12	6.248549119827636e-06
116124.97084142728	4.092175380018707e-31	1.8819721406434352e-07	4.57126340423232e-12	6.237409721349454e-06
115738.56688242435	4.119775620018957e-31	1.8946653607358998e-07	4.601579266999684e-12	6.193607203473006e-06
115353.45652458504	4.147562360019211e-31	1.9074443512980157e-07	4.6320956433168645e-12	6.193607191373722e-06
114969.63956891932	4.1755367100194695e-31	1.9203096228135425e-07	4.662814217607301e-12	6.193560611437084e-06
114587.08693993677	4.203699350019731e-31	1.9332614880112702e-07	4.6937367281505014e-12	6.19356051184912e-06
114205.79884952684	4.232052200019996e-31	1.946300829890136e-07	4.724864233953806e-12	6.193560469226388e-06
113825.78962897287	4.260595850020264e-31	1.9594279197883544e-07	4.75619834852527e-12	6.149757991185529e-06
113447.04492216874	4.2893324100205365e-31	1.9726437280849659e-07	4.7877405144829234e-12	6.1497580198367214e-06
113069.55066755669	4.318262650020812e-31	1.9859486088993356e-07	4.819491295764443e-12	6.149757691937247e-06
112693.32094365828	4.347388300021091e-31	1.9993433578502973e-07	4.851452606572475e-12	6.1497580006274355e-06
112318.34170835707	4.376710150021375e-31	2.0128283382551222e-07	4.8836260328264174e-12	6.1386186157149655e-06
111944.61294781836	4.406229710021662e-31	2.0264042445556822e-07	4.916013091281505e-12	6.09481583238609e-06
111572.13456578132	4.435948560021952e-31	2.040071803386519e-07	4.948614430051318e-12	6.0948161303422965e-06
111200.87926730326	4.465867650022247e-31	2.0538314516481488e-07	4.9814323072380305e-12	6.094816103613113e-06
110830.8742733104	4.4959886300225455e-31	2.0676839481677824e-07	5.014467918164407e-12	6.094815985092005e-06
110462.09248632488	4.526312950022848e-31	2.0816299597935756e-07	5.047722378863501e-12	6.051013819998643e-06
110094.53402367757	4.556841600023154e-31	2.0956699418218553e-07	5.081198578489616e-12	6.051014700491619e-06
109728.19891989914	4.587576680023465e-31	2.1098048600327086e-07	5.114893068932852e-12	6.051012529039712e-06
109363.08712808456	4.618518400023779e-31	2.124034811004144e-07	5.148815045575561e-12	6.048180603905714e-06
108999.19852124421	4.649668970024099e-31	2.1383608111047304e-07	5.18296087228014e-12	6.048181656569944e-06
108636.50701229593	4.681029700024422e-31	2.1527834627972828e-07	5.217332301852857e-12	6.004378266817378e-06
108275.02568860602	4.7126021200247495e-31	2.16730346972158e-07	5.251930848074654e-12	5.99323789851928e-06
107914.75444364443	4.744387340025082e-31	2.1819213423613826e-07	5.2867620465843745e-12	5.993239740682452e-06
107555.68040820211	4.776386930025419e-31	2.196637802752279e-07	5.3218213097268326e-12	5.993238796388103e-06
107197.79097324074	4.80860214002576e-31	2.2114534257633687e-07	5.3571137529236304e-12	5.9932377965640815e-06
106841.09881852723	4.841034940026106e-31	2.2263691173883527e-07	5.392640629893743e-12	5.949435708990231e-06
106485.5913435621	4.873686470026456e-31	2.2413854019078498e-07	5.428402715617525e-12	5.949435336988721e-06
106131.2685526069	4.906558390026812e-31	2.2565030427480245e-07	5.464401715305682e-12	5.948714777506295e-06
105778.13037154569	4.9396516600271714e-31	2.2717224814083452e-07	5.5006406121561496e-12	5.94871500054183e-06
105426.15227489869	4.972968320027536e-31	2.2870446560751816e-07	5.5371206106693105e-12	5.948716148542227e-06
105075.35873384193	5.006509520027906e-31	2.3024700956281066e-07	5.5738395342139395e-12	5.904909288446621e-06
104725.72539215306	5.0402770300282795e-31	2.3179996140817638e-07	5.6108036445868396e-12	5.904909053312601e-06
104377.2642970815	5.074272690028659e-31	2.3336340576434684e-07	5.648013941952366e-12	5.893771394367548e-06
104029.95150059785	5.108497360029045e-31	2.3493738218231618e-07	5.68546923275984e-12	5.893770614271592e-06
103683.8107620385	5.1429526000294335e-31	2.3652196240574781e-07	5.723172912906401e-12	5.893769658852503e-06
103338.80658861944	5.17764084002983e-31	2.3811725818919492e-07	5.761127635747354e-12	5.849967874644459e-06
102994.95087581282	5.212562660030229e-31	2.397232962065835e-07	5.799333745122728e-12	5.8499683363268745e-06
102652.24357621507	5.247720000030635e-31	2.41340165677598e-07	5.837793118466908e-12	5.849967634344948e-06
102310.67308980253	5.2831146200310465e-31	2.429679475438075e-07	5.876507736271214e-12	5.849968349827676e-06
101970.25085017139	5.318747990031463e-31	2.446067094098182e-07	5.915478079613597e-12	5.849967415076511e-06
101630.95393577013	5.354621650031884e-31	2.46256522099503e-07	5.95470866364389e-12	5.806166297603991e-06
101292.78245609009	5.390736950032313e-31	2.4791744769872496e-07	5.994197567409833e-12	5.8061650756807e-06
100955.73644442309	5.427096260032747e-31	2.4958959520266503e-07	6.033949014634283e-12	5.803331548898645e-06
100619.81585911725	5.463700930033187e-31	2.5127302669718617e-07	6.073965210092203e-12	5.7921939894888425e-06
100285.00955731537	5.5005521300336325e-31	2.52967795990036e-07	6.114245839016231e-12	5.792192144183415e-06
99951.31757098132	5.537652110034083e-31	2.546740065576524e-07	6.154792067456226e-12	5.748389915773095e-06
99618.73985789475	5.575002130034541e-31	2.5639171634684073e-07	6.1956095424803e-12	5.748390118803409e-06
99287.26549371246	5.612604250035005e-31	2.581210200960286e-07	6.236697787406208e-12	5.7483903343459035e-06
98956.8945069592	5.650459710035476e-31	2.598619748322306e-07	6.2780571396335605e-12	5.748390340279294e-06
98627.62685275565	5.68857094003595e-31	2.6161469230999955e-07	6.319690057361368e-12	5.748389915572271e-06
98299.44122372459	5.726938980036433e-31	2.6337922035844486e-07	6.361601849570995e-12	5.704588446303386e-06
97972.3589036893	5.765565860036922e-31	2.6515565233630806e-07	6.403788298407116e-12	5.704587014720658e-06
97646.36917715268	5.804453400037417e-31	2.6694407194453007e-07	6.446257386879667e-12	5.70458781741362e-06
97321.45115247487	5.843602900037919e-31	2.6874453896949735e-07	6.4890049999639675e-12	5.693448270329318e-06
96997.62568531164	5.883016700038427e-31	2.705571610267052e-07	6.532038289472982e-12	5.693448291853156e-06
96674.87201709789	5.922696200038944e-31	2.723820025014929e-07	6.575356594769107e-12	5.6496458468137045e-06
96353.2004053596	5.962643700039467e-31	2.742191691697747e-07	6.618961357477854e-12	5.649645523392678e-06
96032.59042858334	6.0028601000399965e-31	2.7606870242212576e-07	6.662857408123421e-12	5.649645979209866e-06
95713.05226929665	6.043348400040533e-31	2.7793074022712996e-07	6.70704240094914e-12	5.649646696375494e-06
95394.56583600523	6.084109400041077e-31	2.798053193764097e-07	6.751521556644374e-12	5.649644962116002e-06
95077.1511466075	6.125145200041628e-31	2.8169253644797377e-07	6.796295357992017e-12	5.605844709247366e-06
94760.78823519878	6.1664580000421875e-31	2.835924926187836e-07	6.8413661528289635e-12	5.605843563184297e-06
94445.47715418795	6.208049500042753e-31	2.8550526607103674e-07	6.8867356276211335e-12	5.60584396058206e-06
94131.21788559198	6.249921200043327e-31	2.8743092578902516e-07	6.932405255064599e-12	5.6058429843441874e-06
93818.01034220119	6.292075600043908e-31	2.8936958674656874e-07	6.978378687710553e-12	5.594703544444939e-06
93505.83519473515	6.334514400044498e-31	2.913213271258651e-07	7.024656932846725e-12	5.548068554590657e-06
93194.70212643335	6.377239300045093e-31	2.932862251091116e-07	7.071242473963795e-12	5.54806993108403e-06
92884.60157649204	6.4202524000457e-31	2.952643772743172e-07	7.118136091036655e-12	5.548069369166679e-06
92575.5335654827	6.463555600046314e-31	2.972558710015849e-07	7.165340806870779e-12	5.548069025522868e-06
92267.4980453859	6.507150900046935e-31	2.9926079826997066e-07	7.212860579614261e-12	5.5480682404660065e-06
91960.48562799786	6.551040100047564e-31	3.012792418606247e-07	7.260692358111904e-12	5.5042666242148465e-06
91654.49631633345	6.595225600048205e-31	3.0331131214841444e-07	7.308843329216468e-12	5.504267206065495e-06
91349.52089580226	6.639709300048851e-31	3.0535709651344266e-07	7.35731232913022e-12	5.5042657289163085e-06
91045.58668498228	6.684492500049507e-31	3.074166547420959e-07	7.406104032498104e-12	5.504265175576915e-06
90742.65700867628	6.729578200050171e-31	3.09490124802958e-07	7.455218446550775e-12	5.4604638759789e-06
90440.66021681958	6.774967800050844e-31	3.115775710813681e-07	7.504658955077016e-12	5.4493241006230455e-06
90139.77595521476	6.820663600051526e-31	3.136790993532406e-07	7.554427272015109e-12	5.449323949341603e-06
89839.82504876175	6.866667500052216e-31	3.157947969986785e-07	7.60452460533773e-12	5.4493243476211445e-06
89540.89672459007	6.912981800052919e-31	3.1792476979359636e-07	7.654955130733152e-12	5.4486045320973585e-06
89242.90313426555	6.95960850005363e-31	3.200691097170499e-07	7.705719604875295e-12	5.404800994303082e-06
88946.01893418873	7.006549700054349e-31	3.222279133470478e-07	7.756822691028429e-12	5.404801496725878e-06
88649.98323232225	7.0538076000550785e-31	3.244012818605517e-07	7.808262378857616e-12	5.404801158707986e-06
88355.05556583566	7.101384000055818e-31	3.2658929803871196e-07	7.86004351941414e-12	5.404801243638664e-06
88061.0633952754	7.149281600056567e-31	3.2879208605325404e-07	7.912169410105826e-12	5.404800956835981e-06
87768.0075988617	7.1975019000573254e-31	3.310097148884698e-07	7.964638896280587e-12	5.3609992447980755e-06
87475.9728824484	7.246047900058095e-31	3.332423225129433e-07	8.01745756368437e-12	5.360998163614871e-06
87184.9583003522	7.294921000058874e-31	3.3548997331201354e-07	8.070626844004869e-12	5.3498591067933665e-06
86894.79726929287	7.344124000059665e-31	3.3775279605635897e-07	8.124147950325359e-12	5.349859001220939e-06
86605.65652690425	7.393658800060464e-31	3.4003087812608256e-07	8.178024289271438e-12	5.3498595642678366e-06
86317.53495292287	7.4435275000612775e-31	3.423243160991932e-07	8.232257786037004e-12	5.3032238539391905e-06
86030.2690709863	7.493732600062099e-31	3.4463322494951073e-07	8.286850435125666e-12	5.303223532205737e-06
85744.02212797482	7.5442765000629335e-31	3.4695771505190226e-07	8.341804934947045e-12	5.3032240834151e-06
85458.71275939811	7.595161400063778e-31	3.4929788758332925e-07	8.397124976765397e-12	5.303223927867944e-06
85174.34122970456	7.646389700064633e-31	3.5165385291865885e-07	8.452812519379398e-12	5.3032240115736915e-06
84890.9867553306	7.697962900065501e-31	3.540256800421831e-07	8.50886790685139e-12	5.259421067162413e-06
84608.4909073704	7.74988420006638e-31	3.5641351612039144e-07	8.565295826886218e-12	5.2594215594237815e-06
84326.93330127923	7.8021561000672726e-31	3.588174761271038e-07	8.622096287515958e-12	5.248282115650489e-06
84046.39139630362	7.854780100068173e-31	3.6123762904661185e-07	8.67927471224921e-12	5.248282010958229e-06
83766.70971344804	7.907759200069088e-31	3.636741128474999e-07	8.736832640956795e-12	5.248281937614797e-06
83487.96610681516	7.961095600070015e-31	3.661270287067293e-07	8.794772663634917e-12	5.204479518103318e-06
83210.16039853287	8.014791900070957e-31	3.6859649619707286e-07	8.853095470659919e-12	5.204479951218719e-06
82933.29235167717	8.068850300071908e-31	3.710826164954918e-07	8.911805711321621e-12	5.20447941901722e-06
82657.36167127384	8.123273200072873e-31	3.735854999768536e-07	8.970905441233501e-12	5.2044792000144544e-06
82382.29358809214	8.17806350007385e-31	3.7610528001078906e-07	9.030396796458366e-12	5.204479752138671e-06
82108.23702271211	8.233223000074843e-31	3.7864203937844875e-07	9.090282233169157e-12	5.160677178455112e-06
81834.96973362358	8.288754900075846e-31	3.81195925246322e-07	9.150565670509325e-12	5.1606766391952555e-06
81562.71296185334	8.344660800076863e-31	3.837670111976536e-07	9.211248932058687e-12	5.160677048670823e-06
81291.31974496631	8.400944300077896e-31	3.8635546279474436e-07	9.272334616488021e-12	5.149537323487867e-06
